createAt,manageObject,M8013C5,M8013C9,M8013C13,M8013C15,M8013C17,M8013C18,M8013C19,M8013C35,M8013C36,M8013C37,M8013C43,M8013C44,M8013C45,M8013C47,M8013C54,M8013C55,M8013C56,M8013C62,M8013C70,M8013C71,M8013C83,M8013C84,M8013C85,M8013C109,M8013C111,M8013C113,M8013C114,M8013C24,M8013C25,M8013C6,M8013C31,M8013C32,M8013C87,M8013C10,M8013C110,M8013C2,M8013C49,M8013C90,M8013C123,M8013C79,M8013C116,M8013C29,M8013C40,M8013C95,M8013C122,M8013C61,M8013C57,M8013C1,M8013C89,M8013C72,M8013C60,M8013C58,M8013C39,M8013C3,M8013C41
2025-05-07T08:15:00.000-04:00:00,NE-MRBTS-690503,113,50.0,56.0,,63,26.0,36.0,51,36.0,26.0,113,113,68.0,68.0,56.0,56.0,,25.0,46.0,10.0,97,26.0,36.0,1.0,,,,1204992.0,2252628.0,12.0,,,,6.0,,,,34.0,,,,,,,,,,,,,,,,,
2025-05-07T08:30:00.000-04:00:00,NE-MRBTS-690503,173,59.0,105.0,1.0,61,47.0,65.0,61,65.0,47.0,173,173,122.0,122.0,106.0,105.0,1.0,37.0,77.0,28.0,62,47.0,65.0,,2.0,,,1259933.0,2921052.0,,,,,8.0,,,,1.0,,,,,,,,,,,,,,,,,
2025-05-07T09:00:00.000-04:00:00,NE-MRBTS-690503,214,56.0,146.0,,59,60.0,96.0,58,96.0,60.0,214,214,166.0,166.0,146.0,146.0,,41.0,109.0,37.0,73,60.0,96.0,2.0,,,,1090811.0,2546086.0,1.0,,,,10.0,,,,14.0,,,,,,,,,,,,,,,,,
2025-05-07T09:15:00.000-04:00:00,NE-MRBTS-690503,175,56.0,104.0,,63,36.0,76.0,63,76.0,36.0,175,175,122.0,122.0,104.0,104.0,,26.0,79.0,25.0,63,36.0,77.0,,,,,1462045.0,2655384.0,,,,,12.0,,,,1.0,,,,,,,,,,,,,,,,,
2025-05-07T09:30:00.000-04:00:00,NE-MRBTS-690503,167,53.0,105.0,,55,43.0,69.0,55,69.0,43.0,167,167,119.0,119.0,105.0,105.0,,22.0,75.0,30.0,57,43.0,69.0,,,,,1718005.0,2633942.0,,,,,9.0,,,,2.0,,,,,,,,,,,,,,,,,
2025-05-07T10:00:00.000-04:00:00,NE-MRBTS-690503,179,77.0,90.0,,74,38.0,67.0,74,67.0,38.0,179,179,117.0,117.0,90.0,90.0,,30.0,68.0,22.0,76,38.0,67.0,,1.0,,,1482462.0,1730714.0,,,,,12.0,,,,2.0,,,,,,,,,,,,,,,,,
2025-05-07T10:15:00.000-04:00:00,NE-MRBTS-690503,189,71.0,110.0,,75,35.0,80.0,74,80.0,35.0,189,189,125.0,125.0,110.0,110.0,,33.0,83.0,27.0,78,35.0,80.0,,,,,959818.0,2008649.0,1.0,,,,8.0,,,,3.0,,,,,,,,,,,,,,,,,
2025-05-07T10:30:00.000-04:00:00,NE-MRBTS-690503,147,48.0,91.0,1.0,60,34.0,53.0,60,53.0,34.0,147,147,96.0,96.0,92.0,91.0,1.0,13.0,67.0,24.0,60,34.0,53.0,1.0,1.0,,,969609.0,1851303.0,,,,,9.0,,,,,,,,,,,,,,,,,,,,,
2025-05-07T11:00:00.000-04:00:00,NE-MRBTS-690503,139,43.0,87.0,,55,24.0,60.0,55,60.0,24.0,139,139,94.0,94.0,87.0,87.0,,3.0,62.0,25.0,55,25.0,60.0,2.0,,,,734708.0,1346277.0,,,,,10.0,,,,1.0,,,,,,,,,,,,,,,,,
2025-05-07T11:15:00.000-04:00:00,NE-MRBTS-690503,138,46.0,75.0,,73,26.0,39.0,73,39.0,26.0,138,138,86.0,86.0,75.0,75.0,,13.0,62.0,13.0,74,26.0,40.0,,,,,883239.0,1056889.0,,,,,14.0,,,,2.0,,,,,,,,,,,,,,,,,
2025-05-07T11:30:00.000-04:00:00,NE-MRBTS-690503,126,27.0,85.0,,49,19.0,58.0,49,58.0,19.0,126,126,92.0,92.0,85.0,85.0,,7.0,64.0,21.0,49,19.0,60.0,,,,,1356508.0,1163791.0,,,,,14.0,,,,2.0,,,,,,,,,,,,,,,,,
2025-05-07T12:00:00.000-04:00:00,NE-MRBTS-690503,145,47.0,84.0,,56,25.0,64.0,56,64.0,25.0,145,145,101.0,101.0,84.0,84.0,,23.0,60.0,24.0,60,25.0,64.0,,,,,1183277.0,1543279.0,,,,,14.0,,,,4.0,,,,,,,,,,,,,,,,,
2025-05-07T12:15:00.000-04:00:00,NE-MRBTS-690503,176,62.0,100.0,1.0,63,35.0,78.0,63,78.0,35.0,176,176,123.0,123.0,101.0,100.0,,22.0,75.0,25.0,63,36.0,78.0,2.0,1.0,,1.0,1538843.0,2496755.0,,,,,12.0,,,,1.0,,,,,,,,,,,,,,,,,
2025-05-07T12:30:00.000-04:00:00,NE-MRBTS-690503,167,47.0,111.0,,62,39.0,67.0,61,67.0,39.0,167,167,116.0,116.0,111.0,111.0,,12.0,86.0,25.0,111,39.0,68.0,,,,,1244891.0,2572511.0,1.0,,,,12.0,,,,50.0,,,,,,,,,,,,,,,,,
2025-05-07T13:00:00.000-04:00:00,NE-MRBTS-690503,195,60.0,126.0,1.0,66,49.0,80.0,66,80.0,49.0,195,195,142.0,142.0,127.0,126.0,1.0,39.0,92.0,34.0,66,49.0,80.0,,2.0,,,931756.0,2853061.0,,,,,9.0,,,,,,,,,,,,,,,,,,,,,
2025-05-07T13:15:00.000-04:00:00,NE-MRBTS-690503,166,59.0,89.0,,73,29.0,64.0,73,64.0,29.0,166,166,110.0,110.0,89.0,89.0,,28.0,70.0,19.0,73,29.0,65.0,,,,,826672.0,1518487.0,,,,,15.0,,,,1.0,,,,,,,,,,,,,,,,,
2025-05-07T13:30:00.000-04:00:00,NE-MRBTS-690503,143,32.0,98.0,,52,35.0,56.0,52,56.0,35.0,143,143,104.0,104.0,98.0,98.0,,32.0,79.0,19.0,52,35.0,57.0,,,,,546371.0,1816092.0,,,,,15.0,,,,1.0,,,,,,,,,,,,,,,,,
2025-05-07T14:00:00.000-04:00:00,NE-MRBTS-690503,146,42.0,86.0,,63,27.0,56.0,63,56.0,27.0,146,146,97.0,97.0,86.0,86.0,,39.0,67.0,19.0,63,27.0,56.0,,,,,491393.0,2127004.0,,,,,15.0,,,,,,,,,,,,,,,,,,,,,
2025-05-07T14:15:00.000-04:00:00,NE-MRBTS-690503,133,49.0,73.0,,64,27.0,42.0,64,42.0,27.0,133,133,80.0,80.0,73.0,73.0,,33.0,55.0,18.0,64,27.0,42.0,,,,,701781.0,2307260.0,,,,,13.0,,,,,,,,,,,,,,,,,,,,,
2025-05-07T14:30:00.000-04:00:00,NE-MRBTS-690503,145,45.0,89.0,,60,38.0,47.0,60,47.0,38.0,145,145,99.0,99.0,89.0,89.0,,47.0,73.0,16.0,61,38.0,47.0,,,,,715395.0,2397398.0,,,,,10.0,,,,1.0,,,,,,,,,,,,,,,,,
2025-05-07T15:00:00.000-04:00:00,NE-MRBTS-690503,121,62.0,49.0,,66,16.0,39.0,66,39.0,16.0,121,121,66.0,66.0,49.0,49.0,,34.0,35.0,14.0,69,16.0,40.0,,,,,799033.0,1995227.0,,,,,9.0,,,,4.0,,,,,,,,,,,,,,,,,
2025-05-07T15:15:00.000-04:00:00,NE-MRBTS-690503,148,41.0,92.0,1.0,59,24.0,65.0,59,65.0,24.0,148,148,106.0,106.0,93.0,92.0,,38.0,68.0,24.0,59,24.0,65.0,,,1.0,,997783.0,2200770.0,,,,,12.0,,,,,,,,,,,,,,,,,,,,,
2025-05-07T15:30:00.000-04:00:00,NE-MRBTS-690503,87,21.0,24.0,,32,8.0,48.0,32,47.0,8.0,54,47,25.0,25.0,24.0,24.0,,13.0,20.0,4.0,32,8.0,48.0,,,,,202234.0,467040.0,,,,,5.0,,,,,,9.0,9.0,1.0,1.0,1.0,1.0,,,,,,,,,,
2025-05-07T16:00:00.000-04:00:00,NE-MRBTS-690503,87,34.0,36.0,,60,12.0,15.0,60,15.0,12.0,87,87,45.0,45.0,36.0,36.0,,12.0,31.0,5.0,60,12.0,15.0,,,,,662531.0,758054.0,,,,,17.0,,,,,,,,,,,,,,,,,,,,,
2025-05-07T16:15:00.000-04:00:00,NE-MRBTS-690503,157,47.0,86.0,1.0,78,27.0,52.0,78,52.0,27.0,157,157,98.0,98.0,87.0,86.0,1.0,12.0,67.0,19.0,78,28.0,52.0,,1.0,,,627867.0,1347783.0,,,,,23.0,,,,1.0,,,,,,,,,,,,,,,,,
2025-05-07T16:30:00.000-04:00:00,NE-MRBTS-690503,124,36.0,74.0,2.0,56,44.0,30.0,50,30.0,44.0,124,124,82.0,82.0,76.0,74.0,1.0,22.0,57.0,17.0,68,44.0,32.0,,1.0,1.0,,1141283.0,2026955.0,6.0,,,,9.0,,,,14.0,,,,,,,,,,,,,,,,,
2025-05-07T17:00:00.000-04:00:00,NE-MRBTS-690503,164,61.0,82.0,,98,22.0,45.0,97,45.0,22.0,164,164,92.0,92.0,82.0,82.0,,20.0,65.0,17.0,99,22.0,45.0,4.0,,,,1019933.0,2442087.0,1.0,,,,25.0,,,,1.0,,,,,,,,,,,,,,,,,
2025-05-07T17:15:00.000-04:00:00,NE-MRBTS-690503,107,29.0,66.0,,44,29.0,35.0,44,35.0,28.0,107,107,73.0,73.0,66.0,66.0,,20.0,52.0,14.0,45,30.0,35.0,,,,,547621.0,1256665.0,1.0,,,,12.0,,,,2.0,,,,,,,,,,,,,,,,,
2025-05-07T17:30:00.000-04:00:00,NE-MRBTS-690503,85,35.0,45.0,,49,16.0,21.0,48,21.0,16.0,85,85,46.0,46.0,45.0,45.0,,3.0,37.0,8.0,55,16.0,21.0,,,,,114424.0,529766.0,1.0,,,,7.0,,,,6.0,,,,,,,,,,,,,,,,,
2025-05-07T18:00:00.000-04:00:00,NE-MRBTS-690503,93,38.0,47.0,,51,24.0,18.0,51,18.0,24.0,93,93,50.0,50.0,47.0,47.0,,,35.0,12.0,53,24.0,18.0,,,,,174998.0,869981.0,,,,,10.0,,,,2.0,,,,,,,,,,,,,,,,,
2025-05-07T18:15:00.000-04:00:00,NE-MRBTS-690503,83,27.0,46.0,,39,28.0,16.0,39,16.0,28.0,83,83,52.0,52.0,46.0,46.0,,,34.0,12.0,39,28.0,16.0,,,,,144247.0,803542.0,,,,,10.0,,,,,,,,,,,,,,,,,,,,,
2025-05-07T18:30:00.000-04:00:00,NE-MRBTS-690503,87,32.0,46.0,,47,24.0,16.0,47,16.0,24.0,87,87,50.0,50.0,46.0,46.0,,,40.0,6.0,47,24.0,16.0,,,,,151927.0,745565.0,,,,,9.0,,,,,,,,,,,,,,,,,,,,,
2025-05-07T19:00:00.000-04:00:00,NE-MRBTS-690503,79,35.0,35.0,,49,14.0,16.0,49,16.0,14.0,79,79,38.0,38.0,35.0,35.0,,2.0,32.0,3.0,49,14.0,16.0,,,,,67906.0,426866.0,,,,,10.0,,,,,,,,,,,,,,,,,,,,,
2025-05-07T19:15:00.000-04:00:00,NE-MRBTS-690503,75,27.0,41.0,,37,15.0,23.0,37,23.0,15.0,75,75,45.0,45.0,41.0,41.0,,,38.0,3.0,37,15.0,23.0,,,,,97979.0,460374.0,,,,,6.0,,,,,,,,,,,,,,,,,,,,,
2025-05-07T19:30:00.000-04:00:00,NE-MRBTS-690503,74,21.0,44.0,,35,17.0,22.0,35,22.0,17.0,74,74,47.0,47.0,44.0,44.0,,,37.0,7.0,35,17.0,22.0,,,,,99916.0,551198.0,,,,,9.0,,,,,,,,,,,,,,,,,,,,,
2025-05-07T20:00:00.000-04:00:00,NE-MRBTS-690503,107,28.0,68.0,,42,25.0,40.0,42,40.0,25.0,107,107,76.0,76.0,68.0,68.0,,,56.0,12.0,42,25.0,40.0,,,,,253843.0,1080039.0,,,,,13.0,,,,,,,,,,,,,,,,,,,,,
2025-05-07T20:15:00.000-04:00:00,NE-MRBTS-690503,109,18.0,77.0,,37,22.0,50.0,37,50.0,22.0,109,109,83.0,83.0,77.0,77.0,,10.0,60.0,17.0,37,22.0,50.0,,,,,280623.0,1352925.0,,,,,13.0,,,,,,,,,,,,,,,,,,,,,
2025-05-07T20:30:00.000-04:00:00,NE-MRBTS-690503,99,30.0,56.0,,47,18.0,34.0,47,34.0,18.0,99,99,61.0,61.0,56.0,56.0,,4.0,47.0,9.0,47,18.0,34.0,,,,,371756.0,1153860.0,,,,,13.0,,,,,,,,,,,,,,,,,,,,,
2025-05-07T21:00:00.000-04:00:00,NE-MRBTS-690503,84,31.0,46.0,,40,20.0,24.0,40,24.0,20.0,84,84,50.0,50.0,46.0,46.0,,6.0,37.0,9.0,40,20.0,24.0,,,,,203049.0,867895.0,,,,,6.0,,,,,,,,,,,,,,,,,,,,,
2025-05-07T21:15:00.000-04:00:00,NE-MRBTS-690503,102,23.0,65.0,,42,27.0,33.0,42,33.0,27.0,102,102,72.0,72.0,65.0,65.0,,2.0,54.0,11.0,42,27.0,33.0,,,,,288873.0,1304330.0,,,,,14.0,,,,,,,,,,,,,,,,,,,,,
2025-05-07T21:30:00.000-04:00:00,NE-MRBTS-690503,78,30.0,43.0,,36,19.0,23.0,36,23.0,19.0,78,78,47.0,47.0,43.0,43.0,,9.0,34.0,9.0,38,19.0,23.0,,,,,176346.0,841483.0,,,,,5.0,,,,2.0,,,,,,,,,,,,,,,,,
2025-05-07T22:00:00.000-04:00:00,NE-MRBTS-690503,90,32.0,47.0,,49,17.0,24.0,49,24.0,17.0,90,90,51.0,51.0,47.0,47.0,,1.0,41.0,6.0,49,17.0,24.0,,,,,230449.0,1009335.0,,,,,12.0,,,,,,,,,,,,,,,,,,,,,
2025-05-07T22:15:00.000-04:00:00,NE-MRBTS-690503,99,26.0,59.0,,47,19.0,33.0,47,33.0,19.0,99,99,65.0,65.0,59.0,59.0,,,47.0,12.0,47,19.0,33.0,,,,,187317.0,940638.0,,,,,14.0,,,,,,,,,,,,,,,,,,,,,
2025-05-07T22:30:00.000-04:00:00,NE-MRBTS-690503,113,33.0,65.0,,55,16.0,42.0,55,42.0,16.0,113,113,71.0,71.0,65.0,65.0,,,56.0,9.0,55,16.0,43.0,,,,,189276.0,856763.0,,,,,13.0,,,,1.0,,,,,,,,,,,,,,,,,
2025-05-07T23:00:00.000-04:00:00,NE-MRBTS-690503,114,33.0,70.0,,47,22.0,45.0,47,45.0,22.0,114,114,76.0,76.0,70.0,70.0,,,55.0,15.0,47,22.0,45.0,,,,,370617.0,959721.0,,,,,9.0,,,,,,,,,,,,,,,,,,,,,
2025-05-07T23:15:00.000-04:00:00,NE-MRBTS-690503,102,19.0,73.0,,35,26.0,41.0,35,41.0,26.0,102,102,77.0,77.0,73.0,73.0,,1.0,55.0,18.0,37,27.0,42.0,,,,,993381.0,1125954.0,,,,,10.0,,,,4.0,,,,,,,,,,,,,,,,,
2025-05-07T23:30:00.000-04:00:00,NE-MRBTS-690503,116,26.0,81.0,,41,29.0,46.0,41,46.0,29.0,116,116,84.0,84.0,81.0,81.0,,,64.0,17.0,41,29.0,46.0,,,,,444805.0,1200712.0,,,,,11.0,,,,,,,,,,,,,,,,,,,,,
2025-05-08T00:00:00.000-04:00:00,NE-MRBTS-690503,113,24.0,78.0,,45,25.0,43.0,45,43.0,25.0,113,113,81.0,81.0,78.0,78.0,,1.0,64.0,14.0,45,25.0,43.0,,,,,331699.0,1594200.0,,,,,10.0,,,,,,,,,,,,,,,,,,,,,
2025-05-08T00:15:00.000-04:00:00,NE-MRBTS-690503,105,20.0,71.0,,41,20.0,44.0,41,44.0,20.0,105,105,76.0,76.0,71.0,71.0,,2.0,60.0,11.0,41,20.0,44.0,,,,,151330.0,866844.0,,,,,14.0,,,,,,,,,,,,,,,,,,,,,
2025-05-08T00:30:00.000-04:00:00,NE-MRBTS-690503,85,33.0,43.0,,46,8.0,31.0,46,31.0,8.0,85,85,46.0,46.0,43.0,43.0,,1.0,36.0,7.0,48,8.0,32.0,,,,,166680.0,805366.0,,,,,9.0,,,,3.0,,,,,,,,,,,,,,,,,
2025-05-08T01:00:00.000-04:00:00,NE-MRBTS-690503,78,19.0,38.0,,42,4.0,32.0,42,32.0,4.0,78,78,50.0,50.0,38.0,38.0,,4.0,31.0,7.0,42,4.0,32.0,,,,,237049.0,974729.0,,,,,20.0,,,,,,,,,,,,,,,,,,,,,
2025-05-08T01:15:00.000-04:00:00,NE-MRBTS-690503,52,16.0,28.0,,27,2.0,23.0,27,23.0,2.0,52,52,32.0,32.0,28.0,28.0,,3.0,21.0,7.0,27,2.0,23.0,,,,,184465.0,901369.0,,,,,8.0,,,,,,,,,,,,,,,,,,,,,
2025-05-08T01:30:00.000-04:00:00,NE-MRBTS-690503,59,21.0,28.0,,31,3.0,25.0,31,25.0,3.0,59,59,35.0,35.0,28.0,28.0,,4.0,22.0,6.0,31,3.0,25.0,,,,,188670.0,906301.0,,,,,8.0,,,,,,,,,,,,,,,,,,,,,
2025-05-08T02:00:00.000-04:00:00,NE-MRBTS-690503,67,22.0,34.0,,38,5.0,24.0,38,24.0,5.0,67,67,38.0,38.0,34.0,34.0,,,26.0,8.0,38,5.0,24.0,,,,,184916.0,982157.0,,,,,11.0,,,,,,,,,,,,,,,,,,,,,
2025-05-08T02:15:00.000-04:00:00,NE-MRBTS-690503,80,17.0,52.0,,31,12.0,37.0,31,37.0,12.0,80,80,57.0,57.0,52.0,52.0,,5.0,39.0,13.0,31,12.0,37.0,,,,,195142.0,1264805.0,,,,,10.0,,,,,,,,,,,,,,,,,,,,,
2025-05-08T02:30:00.000-04:00:00,NE-MRBTS-690503,92,24.0,58.0,,39,14.0,39.0,39,39.0,14.0,92,92,63.0,63.0,58.0,58.0,,7.0,45.0,13.0,39,14.0,39.0,,,,,257754.0,1492905.0,,,,,11.0,,,,,,,,,,,,,,,,,,,,,
2025-05-08T03:00:00.000-04:00:00,NE-MRBTS-690503,84,20.0,49.0,,42,17.0,25.0,42,25.0,17.0,84,84,56.0,56.0,49.0,49.0,,1.0,40.0,9.0,42,17.0,25.0,,,,,113618.0,673125.0,,,,,14.0,,,,,,,,,,,,,,,,,,,,,
2025-05-08T03:15:00.000-04:00:00,NE-MRBTS-690503,63,17.0,34.0,,35,10.0,18.0,35,18.0,10.0,63,63,39.0,39.0,34.0,34.0,,2.0,29.0,5.0,38,10.0,18.0,,,,,74301.0,470024.0,,,,,12.0,,,,3.0,,,,,,,,,,,,,,,,,
2025-05-08T03:30:00.000-04:00:00,NE-MRBTS-690503,85,27.0,51.0,,38,16.0,31.0,38,31.0,16.0,85,85,55.0,55.0,51.0,51.0,,3.0,46.0,5.0,39,16.0,31.0,,,,,109103.0,623074.0,,,,,8.0,,,,1.0,,,,,,,,,,,,,,,,,
2025-05-08T04:00:00.000-04:00:00,NE-MRBTS-690503,83,30.0,44.0,,42,15.0,26.0,42,26.0,15.0,83,83,47.0,47.0,44.0,44.0,,11.0,39.0,5.0,42,15.0,26.0,,,,,135003.0,575921.0,,,,,9.0,,,,,,,,,,,,,,,,,,,,,
2025-05-08T04:15:00.000-04:00:00,NE-MRBTS-690503,71,23.0,35.0,,39,15.0,17.0,39,17.0,15.0,71,71,42.0,41.0,35.0,35.0,,4.0,32.0,3.0,39,15.0,17.0,1.0,,,,134140.0,512828.0,,,,,10.0,,,1.0,,1.0,,,,,,,,,,,,,,,,
2025-05-08T04:30:00.000-04:00:00,NE-MRBTS-690503,92,30.0,48.0,,46,16.0,30.0,46,30.0,16.0,92,92,57.0,57.0,48.0,48.0,,8.0,42.0,6.0,46,16.0,30.0,,,,,136413.0,669923.0,,,,,11.0,,,,,,,,,,,,,,,,,,,,,
2025-05-08T05:00:00.000-04:00:00,NE-MRBTS-690503,96,35.0,48.0,,54,14.0,28.0,54,28.0,14.0,96,96,55.0,54.0,48.0,48.0,,1.0,37.0,11.0,54,14.0,28.0,1.0,,,,98359.0,628677.0,,,,,12.0,,,1.0,,1.0,,,,,,,,,,,,,,,,
2025-05-08T05:15:00.000-04:00:00,NE-MRBTS-690503,80,26.0,45.0,,39,16.0,25.0,39,25.0,16.0,80,80,48.0,48.0,45.0,45.0,,,34.0,11.0,39,16.0,25.0,,,,,137749.0,668437.0,,,,,10.0,,,,,,,,,,,,,,,,,,,,,
2025-05-08T05:30:00.000-04:00:00,NE-MRBTS-690503,87,26.0,55.0,,31,25.0,31.0,31,31.0,25.0,87,87,60.0,60.0,55.0,55.0,,,44.0,11.0,32,25.0,31.0,,,,,208312.0,858988.0,,,,,4.0,,,,1.0,,,,,,,,,,,,,,,,,
2025-05-08T06:00:00.000-04:00:00,NE-MRBTS-690503,99,39.0,49.0,,58,13.0,28.0,58,28.0,13.0,99,99,54.0,54.0,49.0,49.0,,5.0,41.0,8.0,63,13.0,29.0,,,,,107816.0,630965.0,,,,,11.0,,,,6.0,,,,,,,,,,,,,,,,,
2025-05-08T06:15:00.000-04:00:00,NE-MRBTS-690503,94,37.0,49.0,,49,15.0,30.0,49,30.0,15.0,94,94,53.0,53.0,49.0,49.0,,20.0,41.0,8.0,51,15.0,31.0,,,,,173068.0,841308.0,,,,,9.0,,,,3.0,,,,,,,,,,,,,,,,,
2025-05-08T06:30:00.000-04:00:00,NE-MRBTS-690503,75,53.0,13.0,,63,5.0,7.0,63,7.0,5.0,75,75,20.0,20.0,13.0,13.0,,9.0,13.0,,63,5.0,7.0,,,,,185787.0,315665.0,,,,,8.0,,,,,,,,,,,,,,,,,,,,,
2025-05-08T07:00:00.000-04:00:00,NE-MRBTS-690503,132,69.0,38.0,,93,11.0,28.0,93,28.0,11.0,132,132,62.0,62.0,38.0,38.0,,15.0,36.0,2.0,93,11.0,28.0,1.0,,,,888818.0,1579323.0,,,,,23.0,,,,,,,,,,,,,,,,,,,,,
2025-05-08T07:15:00.000-04:00:00,NE-MRBTS-690503,147,54.0,74.0,,79,28.0,40.0,79,40.0,28.0,147,147,87.0,86.0,74.0,74.0,,15.0,60.0,14.0,79,28.0,42.0,3.0,,,,811452.0,1960818.0,,,,,18.0,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,
2025-05-08T07:30:00.000-04:00:00,NE-MRBTS-690503,154,69.0,69.0,1.0,82,34.0,38.0,82,38.0,34.0,154,154,90.0,89.0,70.0,69.0,1.0,31.0,59.0,10.0,82,34.0,38.0,1.0,1.0,,,867456.0,2096058.0,,,,,15.0,,,1.0,,1.0,,,,,,,,,,,,,,,,
2025-05-08T08:00:00.000-04:00:00,NE-MRBTS-690503,191,58.0,109.0,1.0,85,51.0,55.0,85,55.0,51.0,191,191,129.0,129.0,110.0,109.0,1.0,31.0,84.0,25.0,85,51.0,55.0,,1.0,,,1269743.0,2920680.0,,,,,21.0,,,,,,,,,,,,,,,,,,,,,
2025-05-08T08:15:00.000-04:00:00,NE-MRBTS-690503,182,51.0,108.0,1.0,77,52.0,53.0,77,53.0,52.0,182,182,128.0,127.0,109.0,108.0,1.0,40.0,90.0,18.0,77,52.0,56.0,2.0,2.0,,,1420184.0,3166099.0,,,,,21.0,,,1.0,3.0,1.0,,,,,,,,,,,,,,,,
2025-05-08T08:30:00.000-04:00:00,NE-MRBTS-690503,164,47.0,105.0,,62,45.0,59.0,60,59.0,45.0,164,164,117.0,117.0,105.0,105.0,,32.0,82.0,23.0,63,45.0,59.0,1.0,,,,1217907.0,2914123.0,2.0,,,,13.0,,,,1.0,,,,,,,,,,,,,,,,,
2025-05-08T09:00:00.000-04:00:00,NE-MRBTS-690503,186,67.0,105.0,,84,41.0,66.0,79,66.0,41.0,186,186,122.0,122.0,105.0,105.0,,22.0,87.0,18.0,94,41.0,71.0,,,,,1759259.0,2770452.0,5.0,,,,14.0,,,,13.0,,,,,,,,,,,2.0,,,,,,
2025-05-08T09:15:00.000-04:00:00,NE-MRBTS-690503,212,77.0,112.0,,102,44.0,66.0,102,66.0,44.0,212,212,133.0,133.0,112.0,112.0,,25.0,91.0,21.0,107,45.0,66.0,,,,,2097541.0,3630629.0,,,,,23.0,,,,6.0,,,,,,,,,,,,,,,,,
2025-05-08T09:30:00.000-04:00:00,NE-MRBTS-690503,167,44.0,109.0,,58,49.0,60.0,58,60.0,49.0,167,167,121.0,121.0,109.0,109.0,,16.0,91.0,18.0,58,50.0,61.0,,,,,1320935.0,2454149.0,,,,,14.0,,,,2.0,,,,,,,,,,,,,,,,,
2025-05-08T10:00:00.000-04:00:00,NE-MRBTS-690503,199,60.0,120.0,,85,53.0,61.0,85,61.0,53.0,199,199,132.0,132.0,120.0,120.0,,22.0,97.0,23.0,85,53.0,61.0,,,,,541349.0,2095653.0,,,,,15.0,,,,,,,,,,,,,,,,,,,,,
2025-05-08T10:15:00.000-04:00:00,NE-MRBTS-690503,204,62.0,121.0,1.0,82,46.0,76.0,82,76.0,46.0,204,204,139.0,139.0,122.0,121.0,1.0,28.0,91.0,30.0,82,46.0,76.0,,2.0,,,1345393.0,2935833.0,,,,,19.0,,,,,,,,,,,,,,,,,,,,,
2025-05-08T10:30:00.000-04:00:00,NE-MRBTS-690503,149,69.0,61.0,,86,30.0,33.0,86,33.0,30.0,149,149,83.0,83.0,61.0,61.0,,29.0,54.0,7.0,86,30.0,34.0,,1.0,,,1501454.0,2324373.0,,,,,19.0,,,,1.0,,,,,,,,,,,,,,,,,
2025-05-08T11:00:00.000-04:00:00,NE-MRBTS-690503,133,80.0,38.0,,92,14.0,27.0,92,27.0,14.0,133,133,56.0,56.0,38.0,38.0,,14.0,32.0,6.0,92,14.0,27.0,,,,,772362.0,1526730.0,,,,,17.0,,,,,,,,,,,,,,,,,,,,,
2025-05-08T11:15:00.000-04:00:00,NE-MRBTS-690503,143,72.0,52.0,,85,22.0,36.0,85,36.0,22.0,143,143,75.0,75.0,52.0,52.0,,19.0,44.0,8.0,86,22.0,36.0,,,,,1099987.0,2013949.0,,,,,17.0,,,,1.0,,,,,,,,,,,,,,,,,
2025-05-08T11:30:00.000-04:00:00,NE-MRBTS-690503,126,58.0,58.0,,63,23.0,40.0,63,40.0,23.0,126,126,76.0,76.0,58.0,58.0,,14.0,45.0,13.0,63,24.0,46.0,,,,,1411081.0,1556109.0,,,,,11.0,,,,7.0,,,,,,,,,,,,,,,,,
2025-05-08T12:00:00.000-04:00:00,NE-MRBTS-690503,116,53.0,44.0,,79,11.0,27.0,79,26.0,11.0,116,116,54.0,54.0,44.0,44.0,,6.0,38.0,6.0,79,11.0,29.0,,,,,373830.0,610378.0,1.0,,,,17.0,,,,2.0,,,,,,,,,,,,,,,,,
2025-05-08T12:15:00.000-04:00:00,NE-MRBTS-690503,110,51.0,46.0,1.0,71,20.0,19.0,71,19.0,20.0,110,110,51.0,51.0,47.0,46.0,1.0,13.0,38.0,8.0,71,21.0,19.0,2.0,1.0,,,153893.0,583301.0,,,,,15.0,,,,1.0,,,,,,,,,,,,,,,,,
2025-05-08T12:30:00.000-04:00:00,NE-MRBTS-690503,101,47.0,38.0,,64,9.0,28.0,64,28.0,9.0,101,101,47.0,47.0,38.0,38.0,,5.0,27.0,11.0,65,9.0,29.0,,,,,149418.0,530404.0,,,,,12.0,,,,2.0,,,,,,,,,,,,,,,,,
2025-05-08T13:00:00.000-04:00:00,NE-MRBTS-690503,142,60.0,62.0,1.0,89,21.0,32.0,89,32.0,21.0,142,142,74.0,74.0,63.0,62.0,,33.0,54.0,8.0,89,21.0,32.0,1.0,1.0,,1.0,465708.0,1171909.0,,,,,16.0,,,,,,,,,,,,,,,,,,,,,
2025-05-08T13:15:00.000-04:00:00,NE-MRBTS-690503,170,57.0,96.0,,80,44.0,47.0,79,47.0,44.0,170,170,109.0,109.0,96.0,96.0,,64.0,75.0,21.0,80,44.0,47.0,4.0,1.0,,,1211093.0,2931784.0,1.0,,,,15.0,,,,,,,,,,,,,,,,,,,,,
